SMILES,MW,logP,VDss(L/kg),logVDss
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC2CCCCO2)C(C)O1,627.643,1.5522,43.2,1.635483747
O=C(O)CC(O)CC(O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,421.468,4.5181,0.9,-0.045757491
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,352.865,5.4257,1.7,0.230448921
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N4CC4)C(OS(C)(=O)=O)C(C)O2)C1)C(=O)c1ccccc1C3=O,601.63,1.3611,2.95,0.469822016
CCCNC1CCc2nc(N)sc2C1,211.334,1.5822,7,0.84509804
CC(C)NCC(O)COc1ccc(O)cc1,225.288,1.1299,4.28,0.631443769
CCC(=O)OC(CC(=O)O)C[N+](C)(C)C,218.273,0.4891,0.3,-0.522878745
CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,347.242,2.9217,1.1,0.041392685
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2[nH]1,458.496,1.97722,6.57,0.81756537
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,259.349,2.5676,1.05,0.021189299
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,427.545,2.30804,1.2,0.079181246
CNC(=O)c1cnn(-c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1,390.36,-2.4347,0.94,-0.026872146
CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC1CCCCC1)C(O)C(O)C1CC1,630.852,3.0962,0.77,-0.113509275
COC(=O)CCC1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,439.313,4.18352,0.44,-0.356547324
CC(O)C1C(=O)N2C(C(=O)O)=C(COC(N)=O)SC12,288.281,-0.71,0.24,-0.619788758
O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,435.889,2.5199,0.7,-0.15490196
Cc1cccc(Cl)c1C(=O)NC(Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O,506.773,5.02822,0.3,-0.522878745
Nc1nc(/C(=N\O)C(=O)NC2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(CC(F)(F)F)C4=O)CSC23)cs1,546.509,0.3632,0.11,-0.958607315
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,275.348,2.6201,0.67,-0.173925197
CN(C)C1C(O)=C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,527.574,0.4698,0.54,-0.26760624
C/C=C1\NC(=O)C2CSSCC/C=C\C(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,540.708,1.4296,1.2,0.079181246
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)/C=C\C2(C)OC2C1C,581.747,2.6704,2.83,0.451786436
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/C(O)CC(O)CC(=O)O,481.546,2.4017,1.7,0.230448921
CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,315.482,4.2657,5.7,0.755874856
CN(C(=O)Cc1cccc2sccc12)C1CCCCC1N1CCCC1,356.535,4.3092,1.1,0.041392685
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,670.855,3.0924,3.6,0.556302501
N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,315.417,1.15798,1.8,0.255272505
CC(O)CN1CCN(CCOC(c2ccccc2)c2ccc(Cl)cc2)CC1,388.939,3.4444,1.9,0.278753601
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(O)cc1c2[Si](C)(C)C(C)(C)C,478.621,3.5007,0.47,-0.327902142
O=C(O)CC(NC(=O)CP(=O)(O)O)C(=O)O,255.119,-1.7918,0.33,-0.48148606
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,466.625,2.3908,0.43,-0.366531544
CCCCCCCCCCCCCCCC(O)C(C)N,285.516,5.1758,30.7,1.487138375
CC(C)C(CCC(C)C1CCC2C3C(O)CC4CC(NCCCNCCCCN)CCC4(C)C3CCC12C)OS(=O)(=O)O,627.977,5.5532,0.23,-0.638272164
O=c1[c-](CC[S@](=O)c2ccccc2)c(=O)n(-c2ccccc2)n1-c1ccccc1,403.483,3.0576,0.12,-0.920818754
C#CC1(O)C(CO)OC(n2ccc(N)nc2=O)C1O,267.241,-2.5596,1.1,0.041392685
CC(C)C(NC(=O)C(C(C)C)N(C)C)C(=O)N(C)C(C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(C)(C)C)C(C)C,606.853,2.0931,0.33,-0.48148606
CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,300.296,-1.5232,0.26,-0.585026652
O=C(NC1CCC(c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,566.531,3.6864,0.86,-0.065501549
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,656.662,2.7529,0.41,-0.387216143
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,444.44,-0.2144,1.2,0.079181246
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C(=O)O)=CC21,344.451,4.8005,1.28,0.10720997
CS(=O)(=O)c1ccc(C(O)C(COC(=O)CN)NC(=O)C(Cl)Cl)cc1,413.279,-0.0861,0.13,-0.886056648
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,260.314,3.1672,0.08,-1.096910013
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,585.658,0.5132,12,1.079181246
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,624.874,5.4583,9.8,0.991226076
COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,384.432,2.0748,1.6,0.204119983
CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,312.377,1.54478,1.24,0.093421685
CCc1ccc(Cc2ccc3c(c2)C2(OC3)OC(CO)C(O)C(O)C2O)cc1,386.444,0.9966,0.63,-0.200659451
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,339.366,-0.3954,0.8,-0.096910013
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,430.545,2.7733,0.25,-0.602059991
CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,278.304,-2.3394,0.59,-0.229147988
CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21,390.52,3.5832,0.23,-0.638272164
Nc1cccc(N)c1N,123.159,0.4332,5.1,0.707570176
CC1CNC(C2CC2)C(=O)N(C)C(C)C(=O)NC(Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1,538.664,2.598,0.1,-1
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,456.711,7.0895,0.54,-0.26760624
COc1ccc(CCOC2CCCCC2N2CCC(O)C2)cc1OC,349.471,2.6407,1.8,0.255272505
OCc1cc(C(O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,486.436,4.6081,2.38,0.376576957
N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,303.406,1.17428,1.03,0.012837225
CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,350.462,4.1483,2.08,0.318063335
O=CC(O)C(O)C(O)CO,150.13,-2.7397,0.23,-0.638272164
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,354.45,2.6471,0.48,-0.318758763
C#CCN(Cc1cc2c(=O)nc(C)[nH]c2cc1C)c1ccc(C(=O)NC(CCc2nnn[nH]2)C(=O)O)c(F)c1,532.536,1.64774,0.53,-0.27572413
Cc1cn(C2CC(N=[N+]=N)C(CO)O2)c(=O)[nH]c1=O,268.253,-0.95621,1.8,0.255272505
CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,317.23,3.8374,6.8,0.832508913
C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C\CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C/CO)C2)[C@@H]54)[C@H]69,666.91,5.4756,0.32,-0.494850022
C[C@H]1CC[C@H]2[C@H](C)[C@@H](OC(=O)CCC(=O)O)O[C@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,384.425,2.6024,15,1.176091259
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@@H]12)c1csc(N)n1,397.438,-0.1657,0.28,-0.552841969
CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1,584.683,0.99872,0.054,-1.26760624
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@@H]12)c1csc(N)n1,383.411,-0.5558,0.2,-0.698970004
Nc1nc(/C(=N\O)C(=O)NC2C(=O)N3C(C(=O)O)=C(/C=C4/CCN(C5CCNC5)C4=O)CSC23)ns1,534.58,-1.4422,0.27,-0.568636236
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]12)c1ccco1,424.391,-0.536,0.15,-0.823908741
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@H]12,690.86,2.2693,0.39,-0.408935393
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,464.858,0.1083,1.3,0.113943352
CCC1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,326.44,3.3972,2.8,0.447158031
CC[C@@](O)(C(=O)O)c1cc2n(c(=O)c1CO)Cc1c-2nc2cc(F)c(C)c3c2c1[C@@H](N)CC3,453.47,1.99322,0.44,-0.356547324
C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C/C=C/C=C/CO)OP(=O)(O)O,430.39,1.0551,0.086,-1.065501549
C[C@@H]1C(=O)O[C@H]2C[C@]34[C@H]5C[C@@H](C(C)(C)C)C36[C@H](O)C(=O)O[C@H]6O[C@@]4(C(=O)O5)[C@]21O,408.403,-0.3403,0.62,-0.207608311
C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@]34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@@]12O,424.402,-1.3695,0.91,-0.040958608
Cc1cc(=O)c2c(O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(O)c7c(=O)cc(C)c8c1c2c(c34)c(c65)c78,504.45,5.08104,0.25,-0.602059991
CC#CCC(C)[C@H](O)/C=C/C1[C@H]2CC(=CCCCC(=O)O)C[C@H]2C[C@H]1O,360.494,3.5413,0.37,-0.431798276
NCCCNc1ccc2c(CNCCO)nn3c4c(O)ccc(=O)c4c(O)c1c23,397.435,0.6925,12,1.079181246
OC(CNC[C@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,405.441,2.3636,11,1.041392685
CCOC(=O)[C@@]1(c2ccccc2)CCC=C[C@@H]1NC,259.349,2.4255,2.5,0.397940009
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,460.439,-1.4002,1.7,0.230448921
CC(=N)N1CC[C@@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3C2)C1,339.417,0.69877,0.19,-0.721246399
Cc1cc(=O)c2c(O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(O)c7c(=O)cc(CO)c8c1c2c(c34)c(c65)c78,520.449,4.26492,0.56,-0.251811973
CN(C)[C@@H]1C(=O)C(C(=O)NCN2CCCC2)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,527.574,0.3132,0.54,-0.26760624
CN1C2CC(OC(=O)[C@@H](CO)c3ccccc3)CC1[C@H]1O[C@@H]21,303.358,0.9181,3.1,0.491361694
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,585.658,0.3566,12,1.079181246
NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,229.631,-1.292,17,1.230448921
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,654.606,3.1928,2,0.301029996
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,367.814,0.6213,0.36,-0.443697499
NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,295.729,0.1299,0.2,-0.698970004
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,262.221,0.8433,0.33,-0.48148606
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,242.702,3.0605,0.11,-0.958607315
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,387.886,4.0049,22,1.342422681
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.524,5.9961,55,1.740362689
CC(=O)N1CCN(c2ccc(OC[C@H]3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.44,4.2058,0.15,-0.823908741
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,349.774,0.7108,0.32,-0.494850022
COc1ccc2cc(CCC(C)=O)ccc2c1,228.291,3.37,0.79,-0.102372909
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,293.322,4.0258,0.19,-0.721246399
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,461.556,5.857,28,1.447158031
CC(N)C12CC3CC(CC(C3)C1)C2,179.307,2.55,25,1.397940009
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,416.583,4.8523,14,1.146128036
COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)/C(=N/OC)c3csc(N)n3)C2SC1,557.607,0.827,0.46,-0.337242168
Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,435.889,2.54872,0.094,-1.026872146
CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,382.541,3.9536,14,1.146128036
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,324.424,3.1732,2.7,0.431363764
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,356.418,4.3655,2,0.301029996
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,267.245,-0.19628,0.42,-0.37675071
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,435.44,-1.1725,0.18,-0.744727495
NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,466.41,-2.8757,0.18,-0.744727495
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,481.58,0.0548,0.28,-0.552841969
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1csc(N)n1,397.438,-0.1657,0.28,-0.552841969
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,453.458,-0.5448,0.24,-0.619788758
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1,584.683,0.99872,0.054,-1.26760624
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,455.474,-0.6225,0.19,-0.721246399
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1,515.597,0.2908,0.24,-0.619788758
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,389.433,0.7067,0.21,-0.677780705
CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,547.595,0.0355,0.31,-0.508638306
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,383.411,-0.5558,0.2,-0.698970004
Nc1nc(C(=NO)C(=O)NC2C(=O)N3C(C(=O)O)=C(C=C4CCN(C5CCNC5)C4=O)CSC23)ns1,534.58,-1.4422,0.27,-0.568636236
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,554.592,-1.6113,0.085,-1.070581074
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,424.391,-0.536,0.15,-0.823908741
COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,459.558,4.8807,0.33,-0.48148606
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,478.885,0.2824,0.9,-0.045757491
CCC#CCC(C)C(O)C#CC1C(O)CC2CC(=CCOCC(=O)O)CC21,374.477,2.2249,0.08,-1.096910013
CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O,358.46,1.4326,0.15,-0.823908741
O=C(O)C1C(=CCO)OC2CC(=O)N21,199.162,-1.0956,0.22,-0.657577319
CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,326.831,2.0299,1.6,0.204119983
CN(C)NN=C1N=CN=C1C(N)=O,182.187,-1.6657,1.2,0.079181246
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12,464.858,0.1083,1.3,0.113943352
CCCC(CC)OC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,383.532,4.6303,7.1,0.851258349
CCCN1C(C)=C(C(=O)OC)C(c2cccc([N+](=O)[O-])c2)C(C(=O)ON2CCC(c3ccccc3)(c3ccccc3)CC2)=C1C,609.723,6.6653,8.4,0.924279286
CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(=O)C(=C(N)O)C(=O)C(N(C)C)C3C(O)C21,444.44,-0.5042,0.69,-0.161150909
CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC,397.515,4.9252,1.9,0.278753601
CC(NC(CCc1ccccc1)C(=O)O)C(=O)C1CCCN1C(=O)O,348.399,1.762,0.38,-0.420216403
COc1ccc(C(=O)Nc2ccccc2C(C)CN2CCCCC2)cc1,352.478,4.5369,2.2,0.342422681
CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,305.29,1.78138,0.27,-0.568636236
CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,424.522,4.7444,0.17,-0.769551079
CCNCC(OC(=O)C(C)(C)C)c1cccc(O)c1,265.353,2.6321,2.1,0.322219295
Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,365.214,-1.7239,2.2,0.342422681
CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,411.473,4.6281,0.42,-0.37675071
CC(O)(C=CC1CC=CC(=O)O1)C(CC(O)C=CC=CC=CCO)OP(=O)(O)O,430.39,1.0551,0.086,-1.065501549
CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)OCC(=O)c3ccccc3)CC21,478.629,4.8828,0.37,-0.431798276
Cc1cc(NC(O)=C2C(=O)c3ccccc3S(=O)(=O)N2C)no1,335.341,1.63902,0.19,-0.721246399
CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,506.709,4.05052,11,1.041392685
Cc1cnc(NC(O)=C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,351.409,2.10752,0.15,-0.823908741
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CCC(C(=O)N(C)C)N3)C(C)C12,383.47,0.0396,0.3,-0.522878745
CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(=C(N)O)C(=O)C3(O)C(=O)C1=C2O,457.483,0.03,1.6,0.204119983
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,238.159,0.0735,0.57,-0.244125144
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,331.467,1.3225,1,0
O=C(O)C1=CC(=NNc2ccc(O)c(C(=O)O)c2)C=CC1=O,302.242,1.0082,0.07,-1.15490196
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3C(O)C12,460.439,-1.4002,1.7,0.230448921
CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,416.646,5.5606,0.41,-0.387216143
CN(C)C1C(=O)C(=C(O)NCN2CCCC2)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,527.574,0.3132,0.54,-0.26760624
CN(C(=O)c1c(O)n(C)c2ccccc2c1=O)c1ccccc1,308.337,2.5207,0.21,-0.677780705
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,481.546,2.4017,1.7,0.230448921
CCCCCN=C(N)NNC=C1C=Nc2ccc(CO)cc21,301.394,1.8348,5.3,0.72427587
CN1C(=C(O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,337.382,1.7991,0.19,-0.721246399
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,444.44,-0.371,1.2,0.079181246
N=c1n[n+]([O-])c2ccccc2n1O,178.151,-0.61353,0.56,-0.251811973
CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,308.333,3.6096,0.13,-0.886056648
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CSC12)c1nsc(N)n1,551.631,-1.3046,0.27,-0.568636236
CON=C(C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CN3C=CN4NC=CC=C34)CS[C@H]12)c1nsc(N)n1,517.553,-0.8285,0.24,-0.619788758
Cn1c(=N)c(NC(=O)NCCN)cn1CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c3nsc(N)n3)[C@H]2SC1,666.703,-2.15733,0.17,-0.769551079
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,424.991,0.3895,0.79,-0.102372909
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C\CNC(=O)/C=C/[C@@H](C)[C@H](C(C)C)OC(=O)[C@@H]12,690.86,2.2693,0.39,-0.408935393
CCOc1ccc(Cc2cc(C3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,408.878,1.8444,1.7,0.230448921
C[C@@H]1C(S[C@H]2CN[C@H](CNS(N)(=O)=O)C2)=C(C(=O)O)N2C(=O)[C@@H]([C@H](C)O)C12,420.513,-1.6031,0.23,-0.638272164
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,434.504,2.2747,1.08,0.033423755
CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,411.473,4.6281,0.42,-0.37675071
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,628.762,7.2393,0.99,-0.004364805
O=C(C=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,375.211,4.8248,0.12,-0.920818754
C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)OC4(C(=O)O5)[C@]21O,408.403,-0.3403,0.62,-0.207608311
C[C@@H]1C(=O)O[C@H]2[C@H](O)C34[C@H]5C[C@@H](C(C)(C)C)C36[C@@H](OC(=O)[C@@H]6O)OC4(C(=O)O5)[C@@]12O,424.402,-1.3695,0.91,-0.040958608
Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@@H]3C2)cc1,323.418,1.62982,0.43,-0.366531544
CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2,312.417,2.3184,3.7,0.568201724
CN[C@@H]1C[C@H]2OC(C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,482.54,3.8449,0.15,-0.823908741
CO[C@H]1C[C@@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@H]3O[C@@H](C)C[C@@H](N(C)C)[C@H]3O)[C@H]2C)O[C@@H](C)[C@@H]1O,687.868,1.9085,0.77,-0.113509275
